LGA_CODE11,LGA_NAME11,STE_CODE11,STE_NAME11,AREA_SQKM
59320,Woodanilling (S),5,Western Australia,1128.35002542915
59330,Wyalkatchem (S),5,Western Australia,1594.35358358842
59340,Wyndham-East Kimberley (S),5,Western Australia,112022.819866278
59350,Yalgoo (S),5,Western Australia,27936.3524970335
59360,Yilgarn (S),5,Western Australia,30376.3382394942
59370,York (S),5,Western Australia,2131.59148066087
59399,Unincorporated WA,5,Western Australia,0
59499,No usual address (WA),5,Western Australia,0
60210,Break O'Day (M),6,Tasmania,3525.76985456373
60410,Brighton (M),6,Tasmania,171.262062470774
60610,Burnie (C),6,Tasmania,610.953199155623
60810,Central Coast (M),6,Tasmania,933.087737124397
61010,Central Highlands (M),6,Tasmania,7982.41541092502
61210,Circular Head (M),6,Tasmania,4897.65191649381
61410,Clarence (C),6,Tasmania,377.954586884487
61510,Derwent Valley (M),6,Tasmania,4108.10640638643
61610,Devonport (C),6,Tasmania,111.25843877934
61810,Dorset (M),6,Tasmania,3227.59744514802
62010,Flinders (M),6,Tasmania,1996.62436809308
62210,George Town (M),6,Tasmania,653.438119217944
62410,Glamorgan/Spring Bay (M),6,Tasmania,2591.34662418011
62610,Glenorchy (C),6,Tasmania,121.148693001399
62810,Hobart (C),6,Tasmania,77.910753098327
63010,Huon Valley (M),6,Tasmania,5507.35576377251
63210,Kentish (M),6,Tasmania,1155.96548563152
63410,King Island (M),6,Tasmania,1095.76397790109
63610,Kingborough (M),6,Tasmania,720.103399369842
63810,Latrobe (M),6,Tasmania,600.463508130782
64010,Launceston (C),6,Tasmania,1413.62287963563
64210,Meander Valley (M),6,Tasmania,3330.33948259559
64610,Northern Midlands (M),6,Tasmania,5136.5010468875
64810,Sorell (M),6,Tasmania,583.676397722694
65010,Southern Midlands (M),6,Tasmania,2615.42050063031
65210,Tasman (M),6,Tasmania,660.495886001117
65410,Waratah/Wynyard (M),6,Tasmania,3531.04257627583
65610,West Coast (M),6,Tasmania,9589.7756701294
65810,West Tamar (M),6,Tasmania,691.144608082152
69399,Unincorporated Tas,6,Tasmania,0
69499,No usual address (Tas.),6,Tasmania,0
70200,Alice Springs (T),7,Northern Territory,327.509896756557
70420,Barkly (S),7,Northern Territory,322788.842725843
70540,Belyuen (S),7,Northern Territory,41.4054639680231
70620,Central Desert (S),7,Northern Territory,281311.382104811
70700,Coomalie (S),7,Northern Territory,1507.85277494978
71000,Darwin (C),7,Northern Territory,111.510598790644
71300,East Arnhem (S),7,Northern Territory,33295.5970153464
72200,Katherine (T),7,Northern Territory,7416.64448201713
72300,Litchfield (M),7,Northern Territory,2903.19181993314
72330,MacDonnell (S),7,Northern Territory,268336.614226528
72800,Palmerston (C),7,Northern Territory,52.6544110988982
73600,Roper Gulf (S),7,Northern Territory,185286.629588653
74050,Tiwi Islands (S),7,Northern Territory,7462.56849219822
74500,Victoria-Daly (S),7,Northern Territory,167323.548724047
74560,Wagait (S),7,Northern Territory,5.6347748288284
74660,West Arnhem (S),7,Northern Territory,49692.479374412
79399,Unincorporated NT,7,Northern Territory,0
79499,No usual address (NT),7,Northern Territory,0
89399,Unincorporated ACT,8,Australian Capital Territory,0
89499,No usual address (ACT),8,Australian Capital Territory,0
99399,Unincorp. Other Territories,9,Other Territories,0
99499,No usual address (OT),9,Other Territories,0
